Project,Category,type,wordcount,Path,File,topic,tutorial,pageNumber,language
Foundations,Docs-Concepts,Set Angle to Parent Node to 90 Degrees,42,Projects/Foundations/Schemas/Docs-Concepts/S/Set/Set-Angle-to-Parent-Node-to-90-Degrees/set-angle-to-parent-node-to-90-degrees.json,set-angle-to-parent-node-to-90-degrees.json,none,none,none,RU 
Foundations,Docs-Concepts,Set Distance to Parent Node to One Half,31,Projects/Foundations/Schemas/Docs-Concepts/S/Set/Set-Distance-to-Parent-Node-to-One-Half/set-distance-to-parent-node-to-one-half.json,set-distance-to-parent-node-to-one-half.json,none,none,none,RU 
Foundations,Docs-Concepts,Set Distance to Parent Node to One,31,Projects/Foundations/Schemas/Docs-Concepts/S/Set/Set-Distance-to-Parent-Node-to-One/set-distance-to-parent-node-to-one.json,set-distance-to-parent-node-to-one.json,none,none,none,RU 
Foundations,Docs-Concepts,Set Angle to Parent Node to 45 Degrees,42,Projects/Foundations/Schemas/Docs-Concepts/S/Set/Set-Angle-to-Parent-Node-to-45-Degrees/set-angle-to-parent-node-to-45-degrees.json,set-angle-to-parent-node-to-45-degrees.json,none,none,none,RU 
Foundations,Docs-Concepts,Task Server,107,Projects/Foundations/Schemas/Docs-Concepts/T/Task/Task-Server/task-server.json,task-server.json,none,none,none,RU 
Foundations,Docs-Concepts,TS,33,Projects/Foundations/Schemas/Docs-Concepts/T/TS/TS/ts.json,ts.json,none,none,none,RU 
Foundations,Docs-Concepts,Trading Session,66,Projects/Foundations/Schemas/Docs-Concepts/T/Trading/Trading-Session/trading-session.json,trading-session.json,none,none,none,RU 
Foundations,Docs-Concepts,Backup Entity,99,Projects/Foundations/Schemas/Docs-Concepts/B/Backup/Backup-Entity/backup-entity.json,backup-entity.json,none,none,none,RU 
Foundations,Docs-Concepts,Raw Data,65,Projects/Foundations/Schemas/Docs-Concepts/R/Raw/Raw-Data/raw-data.json,raw-data.json,none,none,none,RU 
Foundations,Docs-Concepts,replaceBy Config Property,454,Projects/Foundations/Schemas/Docs-Concepts/R/replaceBy/replaceBy-Config-Property/replaceby-config-property.json,replaceby-config-property.json,none,none,none,RU 
Foundations,Docs-Concepts,References,17,Projects/Foundations/Schemas/Docs-Concepts/R/References/References/references.json,references.json,none,none,none,RU 
Foundations,Docs-Concepts,Remove Angle to Parent Node,42,Projects/Foundations/Schemas/Docs-Concepts/R/Remove/Remove-Angle-to-Parent-Node/remove-angle-to-parent-node.json,remove-angle-to-parent-node.json,none,none,none,RU 
Foundations,Docs-Concepts,Remove Distance to Parent Node,37,Projects/Foundations/Schemas/Docs-Concepts/R/Remove/Remove-Distance-to-Parent-Node/remove-distance-to-parent-node.json,remove-distance-to-parent-node.json,none,none,none,RU 
Foundations,Docs-Concepts,Reusable Snippets,1042,Projects/Foundations/Schemas/Docs-Concepts/R/Reusable/Reusable-Snippets/reusable-snippets.json,reusable-snippets.json,none,none,none,DE RU 
Foundations,Docs-Concepts,One-Min-Daily,35,Projects/Foundations/Schemas/Docs-Concepts/O/One-Min-Daily/One-Min-Daily/one-min-daily.json,one-min-daily.json,none,none,none,RU 
Foundations,Docs-Concepts,Unpinned Node,44,Projects/Foundations/Schemas/Docs-Concepts/U/Unpinned/Unpinned-Node/unpinned-node.json,unpinned-node.json,none,none,none,RU 
Foundations,Docs-Concepts,Unfreeze Structure of Nodes,58,Projects/Foundations/Schemas/Docs-Concepts/U/Unfreeze/Unfreeze-Structure-of-Nodes/unfreeze-structure-of-nodes.json,unfreeze-structure-of-nodes.json,none,none,none,RU 
Foundations,Docs-Concepts,User Workspace,55,Projects/Foundations/Schemas/Docs-Concepts/U/User/User-Workspace/user-workspace.json,user-workspace.json,none,none,none,RU 
Foundations,Docs-Concepts,UI Global Object,77,Projects/Foundations/Schemas/Docs-Concepts/U/UI/UI-Global-Object/ui-global-object.json,ui-global-object.json,none,none,none,RU DE 
Foundations,Docs-Concepts,UI,55,Projects/Foundations/Schemas/Docs-Concepts/U/UI/UI/ui.json,ui.json,none,none,none,ES RU TR 
Foundations,Docs-Concepts,Node JS Javsacript,52,Projects/Foundations/Schemas/Docs-Concepts/N/Node/Node-JS-Javsacript/node-js-javsacript.json,node-js-javsacript.json,none,none,none,DE RU 
Foundations,Docs-Concepts,Action,94,Projects/Foundations/Schemas/Docs-Concepts/A/Action/Action/action.json,action.json,none,none,none,RU 
Foundations,Docs-Concepts,App Schema,2048,Projects/Foundations/Schemas/Docs-Concepts/A/App/App-Schema/app-schema.json,app-schema.json,none,none,none,RU 
Foundations,Docs-Concepts,API Server,84,Projects/Foundations/Schemas/Docs-Concepts/A/API/API-Server/api-server.json,api-server.json,none,none,none,RU 
Foundations,Docs-Concepts,Inter Execution Memory,73,Projects/Foundations/Schemas/Docs-Concepts/I/Inter/Inter-Execution-Memory/inter-execution-memory.json,inter-execution-memory.json,none,none,none,RU 
Foundations,Docs-Topics,User Feedback,277,Projects/Foundations/Schemas/Docs-Topics/F/Feedback/Feedback-Loop/feedback-loop-001-user-feedback.json,feedback-loop-001-user-feedback.json,Feedback Loop,none,1,RU 
Foundations,Docs-Topics,How does the system handle changes to trading system during live trading?,105,Projects/Foundations/Schemas/Docs-Topics/F/Frequently/Frequently-Asked-Questions/frequently-asked-questions-002-how-does-the-system-handle-changes-to-trading-system-during-live-trading.json,frequently-asked-questions-002-how-does-the-system-handle-changes-to-trading-system-during-live-trading.json,Frequently Asked Questions,none,2,DE RU 
Foundations,Docs-Topics,Why My Stage is not Closing?,623,Projects/Foundations/Schemas/Docs-Topics/F/Frequently/Frequently-Asked-Questions/frequently-asked-questions-001-why-my-stage-is-not-closing.json,frequently-asked-questions-001-why-my-stage-is-not-closing.json,Frequently Asked Questions,none,1,RU 
Foundations,Docs-Topics,LF Trading Bot - Market Data Structure,107,Projects/Foundations/Schemas/Docs-Topics/L/LF/LF-Trading-Bot-Available-Data-Structures/lf-trading-bot-available-data-structures-002-lf-trading-bot-market-data-structure.json,lf-trading-bot-available-data-structures-002-lf-trading-bot-market-data-structure.json,LF Trading Bot Available Data Structures,none,2,RU 
Foundations,Docs-Topics,LF Trading Bot - Chart Data Structure,285,Projects/Foundations/Schemas/Docs-Topics/L/LF/LF-Trading-Bot-Available-Data-Structures/lf-trading-bot-available-data-structures-001-lf-trading-bot-chart-data-structure.json,lf-trading-bot-available-data-structures-001-lf-trading-bot-chart-data-structure.json,LF Trading Bot Available Data Structures,none,1,RU 
Foundations,Docs-Topics,LF Trading Bot - Exchange Data Structure,108,Projects/Foundations/Schemas/Docs-Topics/L/LF/LF-Trading-Bot-Available-Data-Structures/lf-trading-bot-available-data-structures-003-lf-trading-bot-exchange-data-structure.json,lf-trading-bot-available-data-structures-003-lf-trading-bot-exchange-data-structure.json,LF Trading Bot Available Data Structures,none,3,RU 
Foundations,Docs-Topics,Trading Bots in Superalgos,68,Projects/Foundations/Schemas/Docs-Topics/L/Low-Frequency/Low-Frequency-Trading-Bot/low-frequency-trading-bot-001-trading-bots-in-superalgos.json,low-frequency-trading-bot-001-trading-bots-in-superalgos.json,Low-Frequency Trading Bot,none,1,RU 
Foundations,Docs-Topics,Data Products Visualization,133,Projects/Foundations/Schemas/Docs-Topics/L/Low-Frequency/Low-Frequency-Trading-Bot/low-frequency-trading-bot-003-data-products-visualization.json,low-frequency-trading-bot-003-data-products-visualization.json,Low-Frequency Trading Bot,none,3,RU 
Foundations,Docs-Topics,Why Low-Frequency,458,Projects/Foundations/Schemas/Docs-Topics/L/Low-Frequency/Low-Frequency-Trading-Bot/low-frequency-trading-bot-002-why-low-frequency.json,low-frequency-trading-bot-002-why-low-frequency.json,Low-Frequency Trading Bot,none,2,RU 
Foundations,Docs-Topics,Launch Scripts and Shortcuts,400,Projects/Foundations/Schemas/Docs-Topics/L/Launch/Launch-Scripts/launch-scripts-001-launch-scripts-and-shortcuts.json,launch-scripts-001-launch-scripts-and-shortcuts.json,Launch Scripts,none,1,RU 
Foundations,Docs-Topics,How to Safely Close Superalgos,215,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-014-how-to-safely-close-superalgos.json,lan-network-014-how-to-safely-close-superalgos.json,LAN Network,none,14,RU 
Foundations,Docs-Topics,Trading Session References,53,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-008-trading-session-references.json,lan-network-008-trading-session-references.json,LAN Network,none,8,RU 
Foundations,Docs-Topics,LAN Network Hierarchy,101,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-001-lan-network-hierarchy.json,lan-network-001-lan-network-hierarchy.json,LAN Network,none,1,RU 
Foundations,Docs-Topics,Organization of Tasks,223,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-002-organization-of-tasks.json,lan-network-002-organization-of-tasks.json,LAN Network,none,2,RU 
Foundations,Docs-Topics,Production Trading Tasks Section,31,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-006-production-trading-tasks-section.json,lan-network-006-production-trading-tasks-section.json,LAN Network,none,6,RU 
Foundations,Docs-Topics,Data Storage Section,27,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-010-data-storage-section.json,lan-network-010-data-storage-section.json,LAN Network,none,10,RU 
Foundations,Docs-Topics,Trading Bot Instance and Trading Sessions,89,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-007-trading-bot-instance-and-trading-sessions.json,lan-network-007-trading-bot-instance-and-trading-sessions.json,LAN Network,none,7,RU 
Foundations,Docs-Topics,Indicator and Sensor Bot Instances,92,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-004-indicator-and-sensor-bot-instances.json,lan-network-004-indicator-and-sensor-bot-instances.json,LAN Network,none,4,RU 
Foundations,Docs-Topics,Data and Trading Mine Products,90,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-013-data-and-trading-mine-products.json,lan-network-013-data-and-trading-mine-products.json,LAN Network,none,13,RU 
Foundations,Docs-Topics,Trading Mines Data Section,66,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-012-trading-mines-data-section.json,lan-network-012-trading-mines-data-section.json,LAN Network,none,12,RU 
Foundations,Docs-Topics,Data Mines Data Section,60,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-011-data-mines-data-section.json,lan-network-011-data-mines-data-section.json,LAN Network,none,11,RU 
Foundations,Docs-Topics,Trading Session Parameters,78,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-009-trading-session-parameters.json,lan-network-009-trading-session-parameters.json,LAN Network,none,9,
Foundations,Docs-Topics,Data Tasks Section,115,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-003-data-tasks-section.json,lan-network-003-data-tasks-section.json,LAN Network,none,3,RU 
Foundations,Docs-Topics,Testing Trading Tasks Section,101,Projects/Foundations/Schemas/Docs-Topics/L/LAN/LAN-Network/lan-network-005-testing-trading-tasks-section.json,lan-network-005-testing-trading-tasks-section.json,LAN Network,none,5,RU 
Foundations,Docs-Topics,Keyboard Shortcuts to Nodes,145,Projects/Foundations/Schemas/Docs-Topics/D/Design/Design-Space/design-space-004-keyboard-shortcuts-to-nodes.json,design-space-004-keyboard-shortcuts-to-nodes.json,Design Space,none,4,RU EL DE 
Foundations,Docs-Topics,Basic Navigation,380,Projects/Foundations/Schemas/Docs-Topics/D/Design/Design-Space/design-space-002-basic-navigation.json,design-space-002-basic-navigation.json,Design Space,none,2,RU EL 
Foundations,Docs-Topics,Design Space Hierarchy,33,Projects/Foundations/Schemas/Docs-Topics/D/Design/Design-Space/design-space-001-design-space-hierarchy.json,design-space-001-design-space-hierarchy.json,Design Space,none,1,EL 
Foundations,Docs-Topics,Nodes Menu,311,Projects/Foundations/Schemas/Docs-Topics/D/Design/Design-Space/design-space-003-nodes-menu.json,design-space-003-nodes-menu.json,Design Space,none,3,RU EL 
Foundations,Docs-Topics,Data Mining - Plotters - Shapes,87,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-022-data-mining-plotters-shapes.json,data-mining-022-data-mining-plotters-shapes.json,Data Mining,none,22,DE RU 
Foundations,Docs-Topics,Data Mining - Consuming Data From Strategies,54,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-015-data-mining-consuming-data-from-strategies.json,data-mining-015-data-mining-consuming-data-from-strategies.json,Data Mining,none,15,DE RU 
Foundations,Docs-Topics,Data Mining - Fetching Data From APIs,1767,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-014-data-mining-fetching-data-from-apis.json,data-mining-014-data-mining-fetching-data-from-apis.json,Data Mining,none,14,DE RU 
Foundations,Docs-Topics,Data Mining - How to Build an Indicator - Video Series,411,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-023-data-mining-how-to-build-an-indicator-video-series.json,data-mining-023-data-mining-how-to-build-an-indicator-video-series.json,Data Mining,none,23,DE RU TR 
Foundations,Docs-Topics,Data Mining - Status Reports,226,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-009-data-mining-status-reports.json,data-mining-009-data-mining-status-reports.json,Data Mining,none,9,DE RU 
Foundations,Docs-Topics,Data Mining - Deployments,271,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-011-data-mining-deployments.json,data-mining-011-data-mining-deployments.json,Data Mining,none,11,DE RU 
Foundations,Docs-Topics,Data Mining - Indicator Bots - Product Definition,104,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-018-data-mining-indicator-bots-product-definition.json,data-mining-018-data-mining-indicator-bots-product-definition.json,Data Mining,none,18,DE 
Foundations,Docs-Topics,Data Mining - Data Dependencies,349,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-008-data-mining-data-dependencies.json,data-mining-008-data-mining-data-dependencies.json,Data Mining,none,8,DE RU 
Foundations,Docs-Topics,Data Mining - Indicator Bots - Data Mining Workflow,916,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-019-data-mining-indicator-bots-data-mining-workflow.json,data-mining-019-data-mining-indicator-bots-data-mining-workflow.json,Data Mining,none,19,DE RU 
Foundations,Docs-Topics,Data Mining - Dataset Types,315,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-003-data-mining-dataset-types.json,data-mining-003-data-mining-dataset-types.json,Data Mining,none,3,DE RU 
Foundations,Docs-Topics,Data Mining - Plotters,46,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-021-data-mining-plotters.json,data-mining-021-data-mining-plotters.json,Data Mining,none,21,DE RU 
Foundations,Docs-Topics,Data Mining - Status Dependencies,302,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-010-data-mining-status-dependencies.json,data-mining-010-data-mining-status-dependencies.json,Data Mining,none,10,DE RU 
Foundations,Docs-Topics,Data Mining - Indicator Bots,39,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-016-data-mining-indicator-bots.json,data-mining-016-data-mining-indicator-bots.json,Data Mining,none,16,DE 
Foundations,Docs-Topics,Data Mining - Products,88,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-012-data-mining-products.json,data-mining-012-data-mining-products.json,Data Mining,none,12,DE RU 
Foundations,Docs-Topics,Data Mining - Introduction,417,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-001-data-mining-introduction.json,data-mining-001-data-mining-introduction.json,Data Mining,none,1,DE RU 
Foundations,Docs-Topics,Data Mining - Workflows,557,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-002-data-mining-workflows.json,data-mining-002-data-mining-workflows.json,Data Mining,none,2,DE RU 
Foundations,Docs-Topics,Data Mining - Plotting,71,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-013-data-mining-plotting.json,data-mining-013-data-mining-plotting.json,Data Mining,none,13,DE RU 
Foundations,Docs-Topics,Data Mining - Datasets Type Conversions,433,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-004-data-mining-datasets-type-conversions.json,data-mining-004-data-mining-datasets-type-conversions.json,Data Mining,none,4,DE RU 
Foundations,Docs-Topics,Data Mining - Indicator Bots - Coding the Indicator's Logic,2094,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-020-data-mining-indicator-bots-coding-the-indicators-logic.json,data-mining-020-data-mining-indicator-bots-coding-the-indicators-logic.json,Data Mining,none,20,RU 
Foundations,Docs-Topics,Data Mining - Managing Execution,437,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-007-data-mining-managing-execution.json,data-mining-007-data-mining-managing-execution.json,Data Mining,none,7,DE RU 
Foundations,Docs-Topics,Data Mining - Data Mine Hierarchy,818,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-006-data-mining-data-mine-hierarchy.json,data-mining-006-data-mining-data-mine-hierarchy.json,Data Mining,none,6,DE ES RU 
Foundations,Docs-Topics,Data Mining - Indicator Bots - Process Definition,133,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-017-data-mining-indicator-bots-process-definition.json,data-mining-017-data-mining-indicator-bots-process-definition.json,Data Mining,none,17,DE 
Foundations,Docs-Topics,Data Mining - Indicator Frameworks,885,Projects/Foundations/Schemas/Docs-Topics/D/Data/Data-Mining/data-mining-005-data-mining-indicator-frameworks.json,data-mining-005-data-mining-indicator-frameworks.json,Data Mining,none,5,DE RU 
Foundations,Docs-Topics,Debugging - Let The Hunt Begin!,148,Projects/Foundations/Schemas/Docs-Topics/D/Debugging/Debugging-Your-Indicator/debugging-your-indicator-005-debugging-let-the-hunt-begin.json,debugging-your-indicator-005-debugging-let-the-hunt-begin.json,Debugging Your Indicator,none,5,DE RU 
Foundations,Docs-Topics,Debugging - Setting a Breakpoint,228,Projects/Foundations/Schemas/Docs-Topics/D/Debugging/Debugging-Your-Indicator/debugging-your-indicator-003-debugging-setting-a-breakpoint.json,debugging-your-indicator-003-debugging-setting-a-breakpoint.json,Debugging Your Indicator,none,3,RU 
Foundations,Docs-Topics,Debugging - Download and Install Visual Studio Code,163,Projects/Foundations/Schemas/Docs-Topics/D/Debugging/Debugging-Your-Indicator/debugging-your-indicator-001-debugging-download-and-install-visual-studio-code.json,debugging-your-indicator-001-debugging-download-and-install-visual-studio-code.json,Debugging Your Indicator,none,1,RU 
